IMSI,话单数,短信数,语音时长分钟,上网流量MB,上网时长分钟,平均带宽Kbps,对端号码数,流量4G占比,业务线标识,月份数
908240824056467 ,57.33 ,26.33 ,38.09 ,0.00 ,311.49 ,0.03 ,11.33 ,1.00 ,2,6
908240824059417 ,953.50 ,45.00 ,135.23 ,1467.41 ,18534.38 ,1382.89 ,34.00 ,1.00 ,2,2
908240824060363 ,48.60 ,11.20 ,11.54 ,33.78 ,1140.59 ,445.53 ,5.60 ,0.78 ,2,5
908240824062289 ,217.75 ,13.25 ,0.45 ,236.52 ,1609.52 ,1538.45 ,1.00 ,1.00 ,1,4
908240824065435 ,25.80 ,12.00 ,0.72 ,10.25 ,750.47 ,356.58 ,1.00 ,1.00 ,2,5
908240824065551 ,89.00 ,9.50 ,2.78 ,153.39 ,521.16 ,5280.51 ,2.00 ,1.00 ,2,6
908240824065753 ,1964.40 ,107.80 ,476.23 ,1324.90 ,26622.99 ,740.72 ,85.00 ,1.00 ,2,5
908240824068261 ,143.00 ,8.00 ,2.80 ,174.01 ,2102.39 ,932.30 ,2.00 ,1.00 ,1,3
908240824069015 ,657.50 ,21.00 ,79.73 ,325.75 ,6883.93 ,785.26 ,43.33 ,1.00 ,2,6
908240824069531 ,2051.67 ,36.50 ,16.83 ,2130.03 ,30995.82 ,1190.15 ,8.50 ,1.00 ,2,6
908240824070615 ,1718.00 ,13.00 ,124.35 ,0.00 ,38818.53 ,0.00 ,30.00 ,0.52 ,2,1
908240824070653 ,341.50 ,16.33 ,77.56 ,200.48 ,4543.90 ,905.94 ,14.67 ,1.00 ,2,6
908240824071601 ,59.00 ,6.50 ,0.99 ,16.89 ,441.38 ,282.76 ,1.00 ,0.95 ,1,4
908240824074547 ,29.17 ,8.00 ,9.89 ,6.84 ,786.02 ,797.75 ,4.40 ,0.85 ,1,6
908240824074967 ,556.33 ,13.17 ,8.78 ,68.31 ,5903.31 ,206.27 ,2.67 ,1.00 ,2,6
908240824075085 ,108.17 ,7.50 ,33.17 ,32.13 ,1328.95 ,375.50 ,9.60 ,1.00 ,2,6
908240824075959 ,693.50 ,14.00 ,6.04 ,0.01 ,9243.84 ,0.03 ,3.50 ,1.00 ,2,6
908240824077139 ,1039.83 ,33.33 ,0.35 ,248.06 ,4649.45 ,969.68 ,2.00 ,0.12 ,1,6
908240824077425 ,43.17 ,14.00 ,1.87 ,0.00 ,478.25 ,0.47 ,1.60 ,1.00 ,2,6
908240824077739 ,76.67 ,3.00 ,15.68 ,0.00 ,1107.65 ,0.02 ,11.00 ,1.00 ,2,3
908240824078099 ,190.00 ,15.00 ,96.87 ,0.00 ,797.02 ,0.06 ,35.00 ,1.00 ,2,1
908240824080883 ,506.00 ,32.00 ,117.63 ,316.79 ,7081.07 ,883.46 ,40.67 ,0.93 ,2,3
908240824081129 ,295.80 ,15.40 ,20.52 ,4.33 ,4749.83 ,12.74 ,6.60 ,0.54 ,2,5
908240824081803 ,34.67 ,7.67 ,20.04 ,4.41 ,88.26 ,4267.99 ,9.33 ,0.80 ,2,6
908240824081891 ,21.67 ,6.00 ,0.60 ,7.31 ,396.35 ,297.53 ,1.00 ,1.00 ,1,3
908240824082197 ,18.50 ,15.33 ,2.39 ,0.02 ,960.00 ,0.28 ,1.00 ,1.00 ,1,6
908240824082351 ,335.75 ,8.50 ,21.15 ,663.40 ,3559.98 ,3267.72 ,7.00 ,1.00 ,1,4
908240824082395 ,511.33 ,30.00 ,1.00 ,214.46 ,24416.58 ,168.57 ,2.00 ,1.00 ,1,6
908240824082523 ,164.20 ,11.00 ,22.02 ,102.25 ,1234.25 ,1232.12 ,8.60 ,1.00 ,2,5
908240824082699 ,38.50 ,17.00 ,5.65 ,6.92 ,67.48 ,1663.34 ,4.00 ,0.66 ,2,2
908240824083051 ,52.40 ,7.80 ,0.48 ,6.79 ,344.65 ,114.28 ,2.00 ,1.00 ,1,5
908240824084105 ,184.00 ,9.25 ,1.15 ,716.00 ,3682.91 ,4092.41 ,2.00 ,1.00 ,1,4
908240824084911 ,327.50 ,25.17 ,132.20 ,81.98 ,18095.62 ,131.84 ,14.67 ,0.38 ,2,6
908240824085233 ,59.80 ,7.40 ,4.23 ,44.74 ,695.68 ,907.15 ,2.50 ,1.00 ,2,5
908240824085531 ,380.00 ,17.00 ,10.39 ,38.22 ,6175.26 ,114.34 ,8.50 ,0.82 ,2,6
908240824085897 ,2767.33 ,93.83 ,6.06 ,1774.68 ,34019.05 ,942.82 ,5.33 ,1.00 ,2,6
908240824086403 ,531.67 ,23.60 ,26.98 ,108.34 ,13690.66 ,745.03 ,7.33 ,0.98 ,2,6
908240824086611 ,120.75 ,88.00 ,86.12 ,3.21 ,70.85 ,27626.75 ,26.67 ,1.00 ,2,4
908240824087355 ,72.80 ,20.20 ,12.55 ,0.01 ,542.31 ,0.20 ,6.00 ,0.89 ,2,5
908240824087423 ,52.75 ,5.75 ,0.60 ,0.00 ,2616.76 ,0.10 ,2.00 ,1.00 ,2,4
908240824087455 ,60.00 ,7.80 ,1.05 ,0.00 ,1025.60 ,0.13 ,1.67 ,0.95 ,1,5
908240824090859 ,41.50 ,14.00 ,1.41 ,0.00 ,749.92 ,0.04 ,1.33 ,1.00 ,1,6
908240824092243 ,270.20 ,11.00 ,5.21 ,689.78 ,2306.15 ,4606.35 ,4.50 ,0.80 ,2,5
908240824095223 ,369.67 ,13.33 ,0.19 ,0.00 ,5571.04 ,0.16 ,1.00 ,1.00 ,1,6
908240824095457 ,89.20 ,4.60 ,1.16 ,177.61 ,1371.77 ,2067.76 ,1.67 ,1.00 ,2,5
908240824096221 ,941.50 ,22.33 ,6.21 ,349.79 ,5695.57 ,1098.40 ,3.67 ,1.00 ,1,6
908240824096325 ,630.67 ,41.33 ,35.55 ,228.55 ,7489.08 ,502.83 ,20.33 ,1.00 ,2,6
908240824096397 ,16.00 ,2.00 ,0.10 ,30.91 ,250.15 ,2459.50 ,1.00 ,1.00 ,2,2
908240824098075 ,837.00 ,6.50 ,4.38 ,2525.51 ,6679.28 ,6607.96 ,3.00 ,1.00 ,1,2
908240824098445 ,435.83 ,62.50 ,31.57 ,212.66 ,4543.39 ,2004.28 ,10.33 ,0.79 ,2,6
908240824098723 ,117.00 ,16.50 ,53.68 ,5.18 ,2601.53 ,37.87 ,9.75 ,1.00 ,2,4
908240824101547 ,128.00 ,13.67 ,4.83 ,29.43 ,1881.92 ,300.43 ,1.00 ,0.82 ,1,6
908240824102169 ,178.50 ,14.83 ,0.67 ,85.46 ,3006.04 ,1207.63 ,1.00 ,0.99 ,1,6
908240824106295 ,457.33 ,37.17 ,86.75 ,116.77 ,9172.88 ,324.98 ,18.50 ,0.96 ,2,6
908240824108603 ,959.17 ,34.50 ,62.64 ,1430.18 ,19436.05 ,1278.37 ,9.67 ,1.00 ,2,6
908240824108667 ,321.60 ,56.20 ,114.28 ,224.05 ,3773.86 ,1004.14 ,22.50 ,1.00 ,2,5
908240824109221 ,392.33 ,15.33 ,0.66 ,119.75 ,5136.52 ,921.35 ,1.33 ,0.97 ,1,6
908240824113453 ,70.60 ,9.20 ,0.65 ,157.94 ,1050.89 ,2405.77 ,1.00 ,0.81 ,1,5
908240824113799 ,72.83 ,16.80 ,3.42 ,0.14 ,1905.56 ,2.75 ,2.00 ,0.81 ,1,6
908240824114045 ,503.17 ,17.17 ,13.21 ,35.11 ,7842.00 ,89.21 ,9.40 ,0.99 ,2,6
908240824114263 ,94.83 ,25.00 ,6.36 ,0.00 ,1125.21 ,0.04 ,6.50 ,1.00 ,1,6
908240824115743 ,580.33 ,14.33 ,3.14 ,0.01 ,14449.98 ,0.02 ,3.50 ,1.00 ,1,6
908240824116759 ,62.40 ,9.40 ,0.57 ,0.00 ,1159.50 ,0.04 ,2.00 ,1.00 ,1,5
908240824116897 ,118.67 ,6.67 ,6.75 ,0.18 ,1967.69 ,162.37 ,5.67 ,1.00 ,2,3
908240824118443 ,94.33 ,8.33 ,7.38 ,0.00 ,1200.32 ,48.96 ,3.80 ,1.00 ,2,6
908240824120167 ,174.83 ,12.50 ,3.57 ,4.54 ,2899.33 ,28.12 ,2.00 ,0.82 ,2,6
908240824120801 ,16.83 ,6.33 ,0.85 ,0.00 ,314.61 ,0.48 ,2.00 ,1.00 ,1,6
908240824122711 ,313.50 ,15.17 ,2.13 ,130.63 ,6006.63 ,367.56 ,2.33 ,0.85 ,2,6
908240824124723 ,185.67 ,11.20 ,0.32 ,86.39 ,2123.15 ,743.24 ,1.00 ,0.83 ,1,6
908240824125201 ,91.80 ,6.60 ,1.80 ,5.66 ,1125.09 ,99.70 ,2.00 ,1.00 ,1,5
908240824125473 ,309.00 ,13.00 ,64.83 ,106.92 ,2192.48 ,906.62 ,18.50 ,1.00 ,2,2
908240824125565 ,97.00 ,15.33 ,0.50 ,23.65 ,2358.25 ,200.44 ,2.00 ,1.00 ,1,6
908240824125941 ,410.50 ,16.50 ,7.50 ,121.58 ,5147.22 ,403.31 ,4.00 ,1.00 ,1,2
908240824128093 ,92.00 ,10.00 ,17.66 ,49.46 ,1577.03 ,304.92 ,5.00 ,0.87 ,2,3
908240824129143 ,470.67 ,18.00 ,67.81 ,0.01 ,9063.14 ,0.02 ,20.83 ,1.00 ,2,6
908240824129733 ,115.33 ,43.50 ,5.41 ,50.67 ,1048.97 ,936.79 ,3.40 ,0.89 ,1,6
908240824130351 ,59.40 ,20.00 ,3.38 ,21.97 ,487.00 ,1022.01 ,2.67 ,1.00 ,1,5
908240824131571 ,129.83 ,11.67 ,0.55 ,70.97 ,1166.54 ,3757.19 ,1.33 ,1.00 ,1,6
908240824131735 ,46.00 ,4.00 ,0.80 ,8.61 ,236.77 ,635.45 ,3.00 ,1.00 ,2,1
908240824132437 ,52.00 ,24.00 ,9.36 ,6.23 ,1011.70 ,104.56 ,6.25 ,1.00 ,2,5
908240824132569 ,78.83 ,9.80 ,1.92 ,0.12 ,889.57 ,2.75 ,2.20 ,1.00 ,1,6
908240824133173 ,381.50 ,14.50 ,13.87 ,25.26 ,8476.76 ,40.99 ,9.00 ,0.37 ,1,4
908240824133177 ,457.00 ,9.25 ,52.83 ,44.16 ,5162.15 ,149.61 ,16.00 ,0.45 ,2,4
908240824133771 ,548.00 ,19.67 ,78.69 ,209.30 ,9577.59 ,340.43 ,18.83 ,1.00 ,2,6
908240824133835 ,167.67 ,7.67 ,20.86 ,0.48 ,2534.69 ,4.43 ,9.67 ,0.97 ,2,6
908240824135795 ,239.50 ,8.50 ,0.23 ,40.26 ,2590.78 ,1266.99 ,1.00 ,0.67 ,1,4
908240824137017 ,66.60 ,6.40 ,4.91 ,0.10 ,856.27 ,53.19 ,2.00 ,1.00 ,1,5
908240824138411 ,245.20 ,7.20 ,0.60 ,160.17 ,2812.79 ,806.49 ,1.50 ,0.34 ,1,5
908240824140047 ,244.33 ,35.83 ,2.48 ,684.09 ,2984.09 ,5041.34 ,2.00 ,1.00 ,1,6
908240824140873 ,102.00 ,19.50 ,0.13 ,0.01 ,3714.34 ,0.03 ,1.00 ,1.00 ,1,6
908240824145797 ,400.50 ,16.50 ,9.56 ,93.91 ,2210.83 ,1112.34 ,5.50 ,0.93 ,2,2
908240824146809 ,190.00 ,15.33 ,8.32 ,39.19 ,3090.25 ,222.99 ,6.50 ,1.00 ,2,6
908240824146925 ,896.40 ,43.20 ,114.59 ,184.96 ,11975.32 ,238.70 ,20.00 ,1.00 ,2,5
908240824147953 ,9.50 ,1.67 ,5.48 ,0.38 ,371.78 ,1404.79 ,1.00 ,1.00 ,1,4
908240824151361 ,222.80 ,14.50 ,40.01 ,176.13 ,5298.28 ,801.91 ,5.60 ,0.75 ,2,5
908240824152371 ,52.00 ,9.67 ,46.61 ,0.07 ,488.06 ,1165.24 ,10.67 ,1.00 ,2,5
908240824152813 ,607.17 ,22.83 ,0.19 ,638.25 ,5485.43 ,2092.68 ,1.00 ,0.97 ,1,6
908240824153301 ,251.00 ,16.60 ,85.58 ,932.43 ,3122.66 ,5353.27 ,29.60 ,1.00 ,2,6
908240824155871 ,61.50 ,11.25 ,1.78 ,44.88 ,1942.68 ,472.66 ,1.50 ,1.00 ,1,4
908240824157093 ,63.50 ,6.50 ,0.82 ,24.89 ,440.65 ,677.59 ,1.00 ,0.96 ,1,2
908240824157657 ,262.33 ,20.83 ,0.32 ,18.46 ,2675.58 ,83.43 ,1.00 ,1.00 ,1,6
908240824160247 ,42.80 ,6.40 ,1.46 ,0.01 ,593.20 ,0.46 ,1.33 ,1.00 ,1,5
908240824161347 ,1431.25 ,16.75 ,5.32 ,79.00 ,13140.12 ,62.44 ,5.00 ,0.76 ,1,4
908240824162049 ,354.50 ,12.25 ,2.65 ,104.61 ,4875.50 ,507.12 ,2.00 ,1.00 ,1,4
908240824162183 ,75.00 ,5.00 ,9.23 ,0.00 ,1340.10 ,0.03 ,2.00 ,1.00 ,2,1
908240824163829 ,895.50 ,64.17 ,27.86 ,729.47 ,19157.25 ,728.99 ,10.00 ,0.99 ,2,6
908240824165685 ,145.50 ,11.50 ,5.48 ,0.01 ,3109.04 ,0.03 ,6.00 ,1.00 ,1,2
908240824166149 ,38.83 ,5.00 ,2.46 ,0.00 ,397.78 ,0.08 ,1.50 ,1.00 ,1,6
908240824166643 ,384.33 ,22.33 ,4.55 ,98.91 ,7537.10 ,92.37 ,1.50 ,0.91 ,2,6
908240824167631 ,28.17 ,12.50 ,15.73 ,2.08 ,156.67 ,421.93 ,3.00 ,1.00 ,2,6
908240824167787 ,50.60 ,5.67 ,3.38 ,0.00 ,596.63 ,0.15 ,6.00 ,1.00 ,1,5
908240824168151 ,19.00 ,12.00 ,5.01 ,0.38 ,41.78 ,498.19 ,3.00 ,1.00 ,1,4
908240824168595 ,22.50 ,10.25 ,15.67 ,0.00 ,146.16 ,0.33 ,6.00 ,1.00 ,2,4
908240824169075 ,519.00 ,2.00 ,12.12 ,3945.24 ,5539.72 ,12446.14 ,1.00 ,1.00 ,1,1
908240824169517 ,398.83 ,24.67 ,37.24 ,100.46 ,5407.22 ,536.47 ,10.67 ,0.64 ,2,6
908240824170791 ,238.00 ,15.17 ,6.57 ,555.01 ,2752.97 ,3600.63 ,1.00 ,1.00 ,1,6
908240824171807 ,19.00 ,6.00 ,1.78 ,1.82 ,154.48 ,205.40 ,1.00 ,1.00 ,1,1
908240824171949 ,177.00 ,11.00 ,2.21 ,428.62 ,1623.97 ,2787.28 ,1.67 ,0.93 ,1,3
908240824172157 ,179.00 ,8.60 ,0.33 ,0.00 ,3993.04 ,0.05 ,1.50 ,1.00 ,1,5
908240824174975 ,276.67 ,10.33 ,4.83 ,211.79 ,3351.18 ,731.53 ,5.50 ,1.00 ,1,3
908240824175219 ,942.83 ,34.50 ,3.70 ,369.24 ,10593.55 ,587.53 ,2.00 ,1.00 ,1,6
908240824175687 ,36.33 ,14.50 ,4.32 ,0.71 ,569.11 ,37.47 ,2.33 ,0.50 ,2,3
908240824176317 ,378.50 ,17.83 ,19.90 ,173.88 ,9681.62 ,605.67 ,4.50 ,1.00 ,2,6
908240824177243 ,74.50 ,4.00 ,1.41 ,0.01 ,659.77 ,0.22 ,2.00 ,1.00 ,1,4
908240824177283 ,147.50 ,17.50 ,0.08 ,140.51 ,1035.65 ,909.27 ,1.00 ,0.87 ,1,4
908240824177449 ,264.83 ,11.67 ,55.35 ,103.62 ,2681.67 ,854.11 ,10.33 ,1.00 ,2,6
908240824178921 ,340.25 ,9.00 ,49.17 ,296.55 ,3922.46 ,1311.38 ,18.00 ,0.99 ,2,4
908240824180557 ,18.00 ,8.67 ,5.10 ,0.18 ,82.56 ,39.19 ,4.00 ,1.00 ,1,3
908240824181379 ,612.50 ,9.67 ,0.73 ,5.02 ,17727.58 ,39.66 ,1.00 ,1.00 ,2,4
908240824181491 ,120.60 ,4.60 ,0.31 ,0.01 ,2218.11 ,0.05 ,1.67 ,1.00 ,1,5
908240824181631 ,243.50 ,23.00 ,1.22 ,0.01 ,4291.82 ,0.09 ,1.00 ,1.00 ,1,2
908240824183111 ,21.00 ,4.00 ,2.47 ,0.01 ,207.30 ,1.57 ,1.00 ,1.00 ,1,2
908240824184227 ,18.00 ,3.00 ,8.92 ,0.00 ,154.62 ,0.16 ,3.00 ,1.00 ,1,1
908240824184479 ,189.80 ,6.80 ,15.97 ,0.00 ,4043.80 ,0.01 ,7.00 ,1.00 ,2,5
908240824184909 ,905.33 ,47.33 ,59.79 ,1850.06 ,21401.66 ,1631.59 ,32.33 ,1.00 ,2,6
908240824185645 ,68.67 ,12.17 ,1.88 ,0.01 ,7402.57 ,0.03 ,1.50 ,1.00 ,1,6
908240824185751 ,110.50 ,8.50 ,0.43 ,0.11 ,1092.74 ,1.72 ,1.00 ,1.00 ,1,6
908240824186149 ,85.75 ,9.75 ,31.58 ,52.23 ,778.68 ,1129.42 ,7.00 ,1.00 ,2,4
908240824187239 ,1306.33 ,120.50 ,235.81 ,1338.91 ,14429.49 ,1491.83 ,26.17 ,1.00 ,2,6
908240824187339 ,415.20 ,21.60 ,36.95 ,0.01 ,5531.06 ,0.04 ,8.50 ,1.00 ,2,5
908240824187499 ,408.20 ,19.40 ,31.47 ,565.88 ,4714.62 ,2198.05 ,14.40 ,0.86 ,2,5
908240824187699 ,327.17 ,39.67 ,6.50 ,0.01 ,4492.42 ,0.05 ,4.17 ,0.98 ,2,6
908240824187811 ,6.50 ,4.00 ,1.81 ,0.01 ,279.27 ,0.35 ,1.67 ,1.00 ,1,6
908240824188817 ,1747.67 ,64.17 ,323.11 ,1392.68 ,24130.91 ,1101.41 ,69.17 ,1.00 ,2,6
908240824189481 ,1225.83 ,39.17 ,119.13 ,1470.43 ,13088.65 ,1970.72 ,41.00 ,0.98 ,2,6
908240824189623 ,138.83 ,11.83 ,5.74 ,0.00 ,1576.49 ,0.03 ,4.00 ,1.00 ,2,6
908240824190443 ,1610.17 ,73.67 ,36.59 ,2797.85 ,30618.01 ,1614.94 ,13.83 ,1.00 ,2,6
908240824190485 ,289.00 ,11.00 ,4.47 ,50.95 ,6381.25 ,114.79 ,5.60 ,0.97 ,1,6
908240824190799 ,134.67 ,7.00 ,14.12 ,18.14 ,2620.47 ,120.99 ,5.00 ,0.52 ,2,3
908240824191489 ,500.80 ,15.00 ,7.77 ,277.72 ,6063.63 ,814.11 ,5.40 ,1.00 ,1,5
908240824193175 ,256.60 ,11.00 ,5.98 ,103.32 ,3707.46 ,819.09 ,6.20 ,1.00 ,2,5
908240824193907 ,76.00 ,4.00 ,2.62 ,0.00 ,430.94 ,0.05 ,2.00 ,1.00 ,1,2
908240824194565 ,65.80 ,6.20 ,20.09 ,0.00 ,613.94 ,0.23 ,6.00 ,1.00 ,2,5
908240824194703 ,258.83 ,22.50 ,27.46 ,270.68 ,2715.02 ,1546.84 ,17.17 ,1.00 ,2,6
908240824195079 ,205.50 ,18.83 ,6.27 ,1.56 ,1469.51 ,19.78 ,2.00 ,1.00 ,1,6
908240824197775 ,40.40 ,26.20 ,14.94 ,6.95 ,528.68 ,202.95 ,4.40 ,0.50 ,2,5
908240824198229 ,42.00 ,7.50 ,36.27 ,0.00 ,180.73 ,0.04 ,9.40 ,1.00 ,2,5
908240824199937 ,805.00 ,20.50 ,29.67 ,0.02 ,11430.33 ,0.03 ,15.00 ,1.00 ,2,2
908240824200117 ,165.50 ,7.50 ,1.78 ,153.19 ,2643.41 ,564.23 ,1.50 ,1.00 ,1,2
908240824202075 ,206.20 ,18.00 ,73.96 ,0.00 ,2167.22 ,0.04 ,19.00 ,0.93 ,1,5
908240824202103 ,688.67 ,49.67 ,51.47 ,562.37 ,7082.07 ,1255.12 ,20.33 ,0.85 ,2,6
908240824203249 ,215.33 ,7.33 ,7.43 ,133.30 ,2626.78 ,884.72 ,1.67 ,1.00 ,1,3
908240824203267 ,230.00 ,8.75 ,23.98 ,0.00 ,3760.05 ,0.06 ,5.75 ,1.00 ,2,4
908240824203795 ,21.50 ,1.00 ,3.37 ,0.38 ,184.00 ,28.70 ,5.00 ,1.00 ,1,2
908240824204101 ,990.33 ,29.00 ,6.43 ,905.96 ,12774.71 ,1379.35 ,8.50 ,0.69 ,1,3
908240824206083 ,106.33 ,15.67 ,29.22 ,0.00 ,4488.53 ,0.00 ,14.00 ,1.00 ,2,3
908240824209405 ,148.67 ,8.33 ,1.80 ,120.83 ,1836.03 ,2694.65 ,1.00 ,0.96 ,1,3
908240824209607 ,466.50 ,21.00 ,47.18 ,307.43 ,8396.28 ,638.06 ,28.00 ,1.00 ,2,2
908240824210053 ,278.17 ,26.67 ,30.44 ,58.17 ,3432.19 ,261.21 ,15.83 ,0.91 ,2,6
908240824210315 ,233.33 ,45.17 ,153.94 ,77.78 ,3209.73 ,477.81 ,31.67 ,0.97 ,2,6
908240824210945 ,63.50 ,4.25 ,2.54 ,0.39 ,935.53 ,10.88 ,2.33 ,1.00 ,2,4
908240824212531 ,581.00 ,25.00 ,7.88 ,30.19 ,7207.83 ,73.21 ,4.00 ,0.00 ,1,1
908240824212635 ,4.00 ,2.50 ,1.77 ,0.00 ,1.59 ,3.20 ,1.00 ,1.00 ,1,2
908240824212921 ,49.20 ,43.50 ,4.00 ,0.00 ,53.22 ,0.13 ,9.20 ,1.00 ,2,5
908240824215457 ,325.00 ,6.00 ,35.27 ,0.60 ,10148.47 ,1.03 ,16.00 ,0.98 ,1,2
908240824216803 ,14.00 ,5.20 ,7.33 ,1.35 ,19.22 ,1269.08 ,4.60 ,1.00 ,1,5
908240824222125 ,266.50 ,8.83 ,0.27 ,273.54 ,3769.17 ,1584.39 ,1.00 ,1.00 ,1,6
908240824224085 ,26.50 ,3.50 ,1.66 ,0.00 ,140.64 ,0.02 ,4.50 ,1.00 ,2,2
908240824225609 ,25.33 ,7.33 ,15.87 ,4.38 ,675.78 ,113.36 ,3.00 ,0.28 ,2,3
908240824227159 ,69.50 ,9.50 ,3.70 ,0.13 ,1325.82 ,1.67 ,2.00 ,1.00 ,1,2
908240824227953 ,90.00 ,28.40 ,63.22 ,8.36 ,270.59 ,357.94 ,7.00 ,0.99 ,2,5
908240824229557 ,720.00 ,26.17 ,125.75 ,401.52 ,5726.08 ,1223.16 ,26.83 ,1.00 ,2,6
908240824233251 ,211.50 ,29.67 ,15.42 ,33.84 ,2075.46 ,293.67 ,8.50 ,0.99 ,2,6
908240824234795 ,82.60 ,7.50 ,1.07 ,0.01 ,1061.45 ,0.06 ,1.50 ,1.00 ,2,5
908240824236015 ,42.67 ,26.00 ,7.39 ,9.34 ,224.84 ,474.77 ,4.00 ,0.00 ,2,3
908240824236281 ,448.33 ,32.67 ,0.02 ,141.75 ,8113.40 ,690.23 ,1.00 ,0.97 ,1,6
908240824237445 ,127.83 ,7.83 ,5.18 ,0.01 ,2220.78 ,0.05 ,2.00 ,1.00 ,1,6
908240824237925 ,533.00 ,52.67 ,42.56 ,447.29 ,7293.64 ,967.95 ,25.33 ,0.92 ,2,3
908240824238271 ,347.33 ,18.33 ,3.88 ,30.28 ,5157.37 ,55.54 ,3.00 ,1.00 ,1,3
908240824238409 ,125.33 ,11.83 ,0.77 ,0.00 ,1922.71 ,0.09 ,1.25 ,0.86 ,1,6
908240824238527 ,1401.00 ,11.00 ,0.23 ,1707.58 ,39372.83 ,757.94 ,1.00 ,1.00 ,1,1
908240824239061 ,556.50 ,7.00 ,0.83 ,238.42 ,9533.86 ,448.44 ,1.00 ,1.00 ,1,2
908240824239585 ,1195.00 ,16.00 ,156.43 ,762.72 ,7374.60 ,1494.00 ,19.50 ,0.14 ,2,2
908240824240367 ,33.00 ,9.00 ,6.58 ,0.01 ,774.62 ,0.17 ,2.00 ,0.65 ,1,1
908240824240509 ,98.40 ,7.25 ,33.41 ,54.00 ,952.95 ,960.29 ,12.80 ,0.99 ,1,5
908240824242657 ,56.33 ,4.67 ,5.50 ,0.00 ,526.13 ,0.04 ,2.00 ,1.00 ,1,3
908240824242859 ,136.75 ,9.50 ,19.68 ,37.55 ,1110.75 ,388.03 ,12.00 ,1.00 ,2,4
908240824243071 ,57.50 ,8.50 ,7.73 ,0.00 ,293.47 ,0.17 ,5.00 ,1.00 ,1,2
908240824243319 ,37.50 ,12.00 ,5.28 ,71.62 ,1012.20 ,1236.59 ,2.75 ,1.00 ,1,4
908240824243855 ,54.25 ,8.00 ,10.38 ,0.00 ,1496.63 ,0.16 ,5.50 ,1.00 ,1,4
908240824245861 ,170.67 ,9.67 ,2.62 ,0.00 ,7205.02 ,0.01 ,1.75 ,1.00 ,2,6
908240824247739 ,53.00 ,6.33 ,4.71 ,9.85 ,402.06 ,569.56 ,4.50 ,1.00 ,2,3
908240824248021 ,598.80 ,29.00 ,121.62 ,83.48 ,6460.93 ,221.73 ,41.00 ,0.94 ,2,5
908240824248053 ,568.00 ,26.17 ,1.16 ,180.55 ,5689.67 ,554.88 ,1.50 ,0.92 ,1,6
908240824248835 ,674.00 ,32.60 ,62.87 ,405.33 ,10861.30 ,668.04 ,14.40 ,0.91 ,2,5
908240824249015 ,50.00 ,27.00 ,25.57 ,13.19 ,164.77 ,1398.63 ,11.00 ,1.00 ,1,1
908240824249245 ,420.25 ,67.75 ,80.20 ,275.72 ,3679.12 ,1729.04 ,34.00 ,0.48 ,2,4
908240824250607 ,109.50 ,14.50 ,20.64 ,13.79 ,956.90 ,379.78 ,8.00 ,1.00 ,2,2
908240824250677 ,154.60 ,15.20 ,7.01 ,40.41 ,3756.05 ,441.99 ,4.00 ,0.76 ,1,5
908240824250749 ,2176.83 ,55.33 ,58.15 ,1473.79 ,18070.01 ,1240.29 ,17.80 ,0.74 ,2,6
908240824251225 ,420.60 ,23.20 ,4.88 ,0.02 ,9498.37 ,0.05 ,1.33 ,1.00 ,1,5
908240824256287 ,163.00 ,3.00 ,28.37 ,29.67 ,1113.43 ,465.74 ,11.00 ,1.00 ,2,1
908240824256825 ,45.00 ,7.00 ,1.18 ,0.00 ,407.63 ,0.23 ,1.00 ,1.00 ,1,4
908240824257507 ,204.60 ,26.40 ,0.73 ,131.92 ,3197.62 ,710.05 ,1.00 ,1.00 ,1,5
908240824257525 ,281.33 ,42.33 ,6.10 ,183.10 ,3730.33 ,10722.09 ,2.25 ,1.00 ,1,6
908240824259565 ,40.00 ,4.00 ,1.03 ,0.00 ,805.75 ,0.06 ,1.00 ,1.00 ,1,1
908240824259941 ,734.60 ,18.80 ,58.16 ,583.70 ,5988.36 ,1735.76 ,13.00 ,1.00 ,2,5
908240824261167 ,1270.40 ,29.60 ,9.81 ,752.28 ,26537.09 ,650.82 ,6.60 ,1.00 ,2,5
908240824261687 ,241.00 ,13.60 ,49.98 ,292.00 ,4135.09 ,2027.98 ,15.60 ,1.00 ,2,6
908240824262049 ,24.33 ,6.00 ,14.92 ,8.69 ,341.03 ,440.41 ,6.00 ,1.00 ,2,3
908240824262267 ,73.50 ,2.00 ,2.73 ,0.01 ,1006.15 ,0.06 ,2.00 ,1.00 ,1,2
908240824262763 ,87.00 ,4.33 ,0.98 ,0.00 ,1400.56 ,0.04 ,1.00 ,0.93 ,1,3
908240824263321 ,581.67 ,23.33 ,15.42 ,200.41 ,8526.23 ,365.10 ,12.67 ,1.00 ,1,3
908240824265055 ,82.00 ,6.00 ,2.48 ,0.00 ,1847.92 ,0.01 ,3.00 ,1.00 ,1,2
908240824266229 ,366.60 ,5.67 ,1.01 ,0.88 ,4333.22 ,5.10 ,2.33 ,0.29 ,1,5
908240824266543 ,16.00 ,4.50 ,1.75 ,0.51 ,122.53 ,67.95 ,2.00 ,1.00 ,2,2
908240824268451 ,173.33 ,7.33 ,0.29 ,154.42 ,1401.93 ,1796.83 ,1.00 ,1.00 ,1,3
908240824269899 ,1422.80 ,29.60 ,22.22 ,638.51 ,17175.76 ,686.58 ,14.40 ,1.00 ,2,5
